Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 20_level_0,Team,Unnamed: 3_level_0
Player,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,MP
Tomáš Souček,MF,28.0,8.0,8,720.0,8.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,0.37,0.12,0.5,0.25,0.37,Matches,cz Czechia,
Tomáš Holeš,DF,30.0,8.0,8,675.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cz Czechia,
Vladimír Coufal,"MF,DF",31.0,6.0,6,520.0,5.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.17,0.17,0.0,0.17,Matches,cz Czechia,
Jan Kuchta,FW,27.0,7.0,6,422.0,4.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,cz Czechia,
Adam Hložek,"FW,MF",21.0,8.0,5,477.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cz Czechia,
Jakub Brabec,DF,31.0,6.0,5,451.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cz Czechia,
Jiří Pavlenka,GK,31.0,5.0,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cz Czechia,
Ladislav Krejčí,DF,24.0,5.0,5,445.0,4.9,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.4,Matches,cz Czechia,
David Jurásek,"MF,DF",23.0,5.0,5,409.0,4.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,cz Czechia,
Tomáš Čvančara,FW,23.0,6.0,4,368.0,4.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24,Matches,cz Czechia,
Michal Sadílek,MF,24.0,5.0,4,336.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cz Czechia,
Václav Černý,"MF,FW",26.0,5.0,4,291.0,3.2,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.93,0.0,0.93,0.93,0.93,Matches,cz Czechia,
Lukáš Provod,MF,27.0,6.0,3,341.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cz Czechia,
Alex Král,MF,25.0,5.0,3,303.0,3.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,Matches,cz Czechia,
David Doudera,"MF,DF",25.0,5.0,3,281.0,3.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.32,0.32,Matches,cz Czechia,
Jindřich Staněk,GK,27.0,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cz Czechia,
David Zima,DF,23.0,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cz Czechia,
Mojmir Chytil,FW,24.0,7.0,2,159.0,1.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.57,0.57,0.0,0.57,Matches,cz Czechia,
Ondřej Lingr,MF,25.0,5.0,1,131.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cz Czechia,
Václav Jurečka,MF,29.0,3.0,1,114.0,1.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.79,0.0,0.79,Matches,cz Czechia,
Lukáš Masopust,MF,30.0,2.0,1,104.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cz Czechia,
Antonín Barák,MF,29.0,2.0,1,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cz Czechia,
Václav Jemelka,DF,28.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cz Czechia,
Aleš Mandous,GK,31.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cz Czechia,
Martin Vitík,DF,21.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cz Czechia,
Tomáš Chorý,FW,29.0,1.0,1,85.0,0.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.06,1.06,2.12,1.06,2.12,Matches,cz Czechia,
Vasil Kušej,"FW,MF",23.0,1.0,0,33.0,0.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.73,2.73,0.0,2.73,Matches,cz Czechia,
Petr Ševčík,MF,29.0,1.0,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cz Czechia,
Jan Matoušek,MF,25.0,1.0,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cz Czechia,
Jaroslav Zelený,"DF,MF",31.0,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cz Czechia,
Lukáš Sadílek,MF,27.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cz Czechia,
Matěj Jurásek,FW,20.0,0.0,0,,,,,,,,,,,,,,,,Matches,cz Czechia,
Tomáš Koubek,GK,31.0,0.0,0,,,,,,,,,,,,,,,,Matches,cz Czechia,
Matej Kovar,GK,23.0,0.0,0,,,,,,,,,,,,,,,,Matches,cz Czechia,
Patrizio Stronati,DF,29.0,0.0,0,,,,,,,,,,,,,,,,Matches,cz Czechia,
Tomáš Vaclík,GK,34.0,0.0,0,,,,,,,,,,,,,,,,Matches,cz Czechia,
Jaromír Zmrhal,MF,30.0,0.0,0,,,,,,,,,,,,,,,,Matches,cz Czechia,
Squad Total,,27.3,8.0,88,720.0,8.0,12.0,8.0,20.0,11.0,1.0,1.0,15.0,1.0,1.5,1.0,2.5,1.37,2.37,,cz Czechia,
Opponent Total,,28.2,8.0,88,720.0,8.0,6.0,5.0,11.0,6.0,0.0,0.0,17.0,1.0,0.75,0.62,1.37,0.75,1.37,,cz Czechia,
Kasper Schmeichel,GK,37.0,10.0,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dk Denmark,
Pierre Højbjerg,MF,28.0,10.0,9,808.0,9.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.22,0.11,0.33,0.22,0.33,Matches,dk Denmark,
Joakim Mæhle,"DF,MF",26.0,8.0,8,667.0,7.4,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.27,0.13,0.4,0.27,0.4,Matches,dk Denmark,
Simon Kjær,DF,34.0,8.0,7,640.0,7.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,dk Denmark,
Joachim Andersen,DF,27.0,7.0,7,630.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,dk Denmark,
Jonas Wind,"FW,MF",24.0,10.0,7,598.0,6.6,3.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.45,0.45,0.9,0.45,0.9,Matches,dk Denmark,
Andreas Christensen,DF,27.0,7.0,7,557.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dk Denmark,
Rasmus Højlund,FW,20.0,8.0,6,594.0,6.6,7.0,1.0,8.0,7.0,0.0,0.0,1.0,0.0,1.06,0.15,1.21,1.06,1.21,Matches,dk Denmark,
Christian Eriksen,MF,31.0,6.0,6,540.0,6.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.17,0.5,0.67,0.17,0.67,Matches,dk Denmark,
Christian Nørgaard,MF,29.0,6.0,5,397.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dk Denmark,
Mathias Jensen,MF,28.0,6.0,4,303.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dk Denmark,
Andreas Skov Olsen,"MF,FW",24.0,4.0,4,286.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dk Denmark,
Jesper Lindstrøm,"FW,MF",23.0,7.0,4,245.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dk Denmark,
Alexander Bah,"DF,MF",26.0,3.0,3,244.0,2.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.37,0.0,0.37,Matches,dk Denmark,
Jens Stryger Larsen,"MF,DF",32.0,5.0,2,243.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dk Denmark,
Rasmus Kristensen,DF,26.0,7.0,2,216.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dk Denmark,
Martin Braithwaite,"MF,FW",32.0,5.0,2,205.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dk Denmark,
Victor Bernth Kristiansen,DF,21.0,4.0,2,193.0,2.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.47,0.0,0.47,Matches,dk Denmark,
Mikkel Damsgaard,"MF,FW",23.0,4.0,2,178.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.51,0.0,0.51,Matches,dk Denmark,
Mohammed Daramy,FW,22.0,5.0,2,174.0,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.52,0.0,0.52,Matches,dk Denmark,
Kasper Dolberg,"MF,FW",26.0,3.0,2,163.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dk Denmark,
Yussuf Poulsen,FW,29.0,7.0,1,228.0,2.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.39,0.0,0.39,0.39,0.39,Matches,dk Denmark,
Victor Nelsson,DF,25.0,2.0,1,163.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dk Denmark,
Morten Hjulmand,MF,24.0,3.0,1,121.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dk Denmark,
Thomas Delaney,MF,32.0,3.0,1,120.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.75,0.75,0.75,Matches,dk Denmark,
Jannik Vestergaard,DF,31.0,2.0,1,120.0,1.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.75,Matches,dk Denmark,
Robert Skov,MF,27.0,2.0,1,97.0,1.1,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.86,0.0,1.86,1.86,1.86,Matches,dk Denmark,
Mathias Jørgensen,DF,33.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dk Denmark,
Elias Jelert,DF,20.0,1.0,1,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dk Denmark,
Matt O'Riley,MF,23.0,1.0,1,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dk Denmark,
Philip Billing,MF,27.0,2.0,0,40.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dk Denmark,
Nicolai Vallys,"FW,MF",27.0,1.0,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dk Denmark,
Jacob Bruun Larsen,"FW,MF",25.0,0.0,0,,,,,,,,,,,,,,,,Matches,dk Denmark,
Anders Dreyer,"FW,MF",25.0,0.0,0,,,,,,,,,,,,,,,,Matches,dk Denmark,
Mads Hermansen,GK,23.0,0.0,0,,,,,,,,,,,,,,,,Matches,dk Denmark,
Marcus Ingvartsen,"FW,MF",28.0,0.0,0,,,,,,,,,,,,,,,,Matches,dk Denmark,
Frederik Rønnow,GK,31.0,0.0,0,,,,,,,,,,,,,,,,Matches,dk Denmark,
Squad Total,,28.5,10.0,110,900.0,10.0,19.0,16.0,35.0,19.0,0.0,0.0,14.0,0.0,1.9,1.6,3.5,1.9,3.5,,dk Denmark,
Opponent Total,,27.5,10.0,110,900.0,10.0,10.0,7.0,17.0,9.0,1.0,1.0,22.0,1.0,1.0,0.7,1.7,0.9,1.6,,dk Denmark,
Harry Maguire,DF,30.0,8.0,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eng England,
Jordan Pickford,GK,29.0,8.0,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eng England,
Declan Rice,MF,25.0,8.0,7,628.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches,eng England,
Harry Kane,FW,30.0,8.0,7,605.0,6.7,8.0,2.0,10.0,4.0,4.0,4.0,1.0,0.0,1.19,0.3,1.49,0.6,0.89,Matches,eng England,
Kyle Walker,DF,33.0,7.0,6,585.0,6.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.15,0.15,0.31,0.15,0.31,Matches,eng England,
Bukayo Saka,"FW,MF",22.0,7.0,6,490.0,5.4,4.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.73,0.37,1.1,0.73,1.1,Matches,eng England,
Jordan Henderson,MF,33.0,6.0,5,377.0,4.2,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.48,0.0,0.48,Matches,eng England,
Marc Guéhi,DF,23.0,5.0,4,388.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eng England,
Trent Alexander-Arnold,MF,25.0,4.0,4,353.0,3.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.25,0.25,0.51,0.25,0.51,Matches,eng England,
John Stones,DF,29.0,4.0,4,332.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eng England,
Jude Bellingham,MF,20.0,4.0,4,316.0,3.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.0,0.28,Matches,eng England,
Phil Foden,"MF,FW",23.0,7.0,3,384.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eng England,
Kieran Trippier,DF,33.0,4.0,3,280.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eng England,
Marcus Rashford,"FW,MF",26.0,6.0,3,271.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.66,0.0,0.66,0.66,0.66,Matches,eng England,
Luke Shaw,DF,28.0,3.0,3,228.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.39,0.39,0.0,0.39,Matches,eng England,
James Maddison,FW,27.0,3.0,3,218.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eng England,
Kalvin Phillips,MF,28.0,4.0,2,198.0,2.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.45,0.0,0.45,0.45,0.45,Matches,eng England,
Jack Grealish,"MF,FW",28.0,5.0,2,196.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eng England,
Ben Chilwell,DF,27.0,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eng England,
Conor Gallagher,MF,23.0,5.0,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eng England,
Rico Lewis,DF,19.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eng England,
Ollie Watkins,FW,28.0,1.0,1,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eng England,
Fikayo Tomori,DF,26.0,1.0,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eng England,
Callum Wilson,FW,31.0,2.0,0,48.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.87,0.0,1.87,0.0,0.0,Matches,eng England,
Cole Palmer,"FW,MF",21.0,2.0,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eng England,
Tyrone Mings,DF,30.0,1.0,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eng England,
Eberechi Eze,"FW,MF",25.0,1.0,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eng England,
Ivan Toney,FW,27.0,1.0,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eng England,
Reece James,"DF,MF",24.0,1.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eng England,
Jarrod Bowen,"FW,MF",27.0,0.0,0,,,,,,,,,,,,,,,,Matches,eng England,
Levi Colwill,DF,20.0,0.0,0,,,,,,,,,,,,,,,,Matches,eng England,
Eric Dier,"DF,MF",30.0,0.0,0,,,,,,,,,,,,,,,,Matches,eng England,
Lewis Dunk,DF,32.0,0.0,0,,,,,,,,,,,,,,,,Matches,eng England,
Fraser Forster,GK,35.0,0.0,0,,,,,,,,,,,,,,,,Matches,eng England,
Sam Johnstone,GK,30.0,0.0,0,,,,,,,,,,,,,,,,Matches,eng England,
Ezri Konsa,"DF,FW",26.0,0.0,0,,,,,,,,,,,,,,,,Matches,eng England,
Aaron Ramsdale,GK,25.0,0.0,0,,,,,,,,,,,,,,,,Matches,eng England,
Squad Total,,27.9,8.0,88,720.0,8.0,19.0,10.0,29.0,14.0,5.0,5.0,14.0,1.0,2.37,1.25,3.62,1.75,3.0,,eng England,
Opponent Total,,28.3,8.0,88,720.0,8.0,4.0,3.0,7.0,4.0,0.0,1.0,14.0,0.0,0.5,0.37,0.87,0.5,0.87,,eng England,
Rodri,MF,27.0,7.0,7,606.0,6.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches,es Spain,
Gavi,"MF,FW",19.0,8.0,7,484.0,5.4,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.37,0.0,0.37,0.37,0.37,Matches,es Spain,
Dani Carvajal,DF,32.0,8.0,6,586.0,6.5,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.31,0.31,0.0,0.31,Matches,es Spain,
Álvaro Morata,FW,31.0,6.0,6,458.0,5.1,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.79,0.0,0.79,0.79,0.79,Matches,es Spain,
Robin Le Normand,DF,27.0,6.0,6,450.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches,es Spain,
Aymeric Laporte,DF,29.0,5.0,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,es Spain,
Unai Simón,GK,26.0,5.0,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,es Spain,
Mikel Merino,MF,27.0,6.0,5,370.0,4.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.24,0.24,0.49,0.24,0.49,Matches,es Spain,
José Luis Gayà,DF,28.0,4.0,4,330.0,3.7,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.55,0.0,0.55,Matches,es Spain,
Fabián Ruiz Peña,MF,27.0,4.0,3,280.0,3.1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,0.0,0.64,Matches,es Spain,
Ferrán Torres,FW,23.0,5.0,3,272.0,3.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.99,0.33,1.32,0.99,1.32,Matches,es Spain,
Mikel Oyarzabal,FW,26.0,5.0,3,207.0,2.3,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.43,0.87,1.3,0.43,1.3,Matches,es Spain,
Joselu,FW,33.0,7.0,2,237.0,2.6,4.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,1.52,0.76,2.28,1.52,2.28,Matches,es Spain,
Nico Williams,FW,21.0,4.0,2,222.0,2.5,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.41,1.22,1.62,0.41,1.62,Matches,es Spain,
Lamine Yamal,FW,16.0,4.0,2,205.0,2.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.88,0.0,0.88,0.88,0.88,Matches,es Spain,
Kepa Arrizabalaga,GK,29.0,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,es Spain,
Iñigo Martínez,DF,32.0,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,es Spain,
Alejandro Balde,DF,20.0,3.0,2,165.0,1.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.55,0.0,0.55,Matches,es Spain,
Dani Olmo,FW,25.0,2.0,2,109.0,1.2,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.65,0.0,1.65,1.65,1.65,Matches,es Spain,
David García,DF,29.0,3.0,1,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,es Spain,
Yeremi Pino,FW,21.0,3.0,1,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,es Spain,
Fran Garcia,DF,24.0,2.0,1,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,es Spain,
Martín Zubimendi,MF,24.0,3.0,1,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,es Spain,
Dani Ceballos,MF,27.0,2.0,1,111.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,es Spain,
Iago Aspas,MF,36.0,2.0,1,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,es Spain,
Álex Grimaldo,DF,28.0,1.0,1,90.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Matches,es Spain,
Nacho,DF,34.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,es Spain,
David Raya,GK,28.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,es Spain,
Pau Torres,DF,27.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,es Spain,
Jesús Navas,DF,38.0,2.0,1,89.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.01,0.0,1.01,Matches,es Spain,
Ansu Fati,FW,21.0,1.0,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,es Spain,
Pedro Porro,DF,24.0,1.0,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,es Spain,
Marco Asensio,FW,28.0,1.0,1,43.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,2.09,0.0,2.09,Matches,es Spain,
Oihan Sancet,"FW,MF",23.0,3.0,0,101.0,1.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.89,0.0,0.89,0.89,0.89,Matches,es Spain,
Rodrigo Riquelme,MF,23.0,2.0,0,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,es Spain,
Aleix García,MF,26.0,1.0,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,es Spain,
Bryan Zaragoza,MF,22.0,1.0,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,es Spain,
Borja Iglesias,FW,31.0,1.0,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,es Spain,
Alfonso Pedraza,"DF,FW",27.0,1.0,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,es Spain,
